"dataset_name";"cd_nom";"nom_cite";"the_geom_local";"date_min";"observers"
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995812.517 6342649.09);1997-09-04 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (992467.414 6346595.246);1997-09-04 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (992467.414 6346595.246);1998-09-19 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994839.881 6341425.387);1998-09-19 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (992530.166 6364615.058);1999-08-13 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (992530.166 6364615.058);1999-08-13 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998248.985 6363678.536);2001-07-05 00:00:00.000;SAVIGNAT Géraldine, REIMRINGER Kévin
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998626.359 6363102.877);2001-07-05 00:00:00.000;SAVIGNAT Géraldine, REIMRINGER Kévin
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998227.342 6363710.541);2001-07-05 00:00:00.000;SAVIGNAT Géraldine, REIMRINGER Kévin
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998541.783 6361476.309);2001-07-11 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998561.965 6361475.264);2001-07-11 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (986359.624 6368701.77);2001-07-12 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (986345.292 6368701.117);2001-07-12 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009047.524 6376103.787);2001-08-11 00:00:00.000;DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997019.641 6360165.091);2001-08-21 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998506.606 6360595.793);2001-08-21 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994380.014 6347090.619);2001-08-25 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994321.15 6346622.411);2001-08-25 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994385.86 6347088.89);2001-08-25 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994326.277 6346620.648);2001-08-25 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997090.116 6364656.659);2001-08-27 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996898.456 6357396.722);2001-08-28 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000139.772 6361636.415);2001-08-28 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000064.95 6361999.202);2001-08-29 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996294.869 6357548.461);2001-09-02 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996132.176 6357030.317);2001-09-02 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001018.802 6366630.197);2002-01-01 00:00:00.000;EVIN Michèle
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998567.775 6362398.426);2002-06-26 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998469.265 6361868.248);2002-06-26 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998569.868 6362263.396);2002-06-26 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998530.905 6361857.159);2002-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998377.254 6361670.699);2002-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998268.327 6361708.575);2002-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998417.329 6361765.688);2002-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998613.865 6361821.057);2002-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (990456.806 6358700.741);2002-07-01 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998633.736 6360568.793);2002-07-02 00:00:00.000;VAN ES Jérémie, LAMBERTIN Michel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998616.238 6360588.983);2002-07-02 00:00:00.000;VAN ES Jérémie, LAMBERTIN Michel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000012.842 6364674.295);2002-07-03 00:00:00.000;VAN ES Jérémie, BENAVENT Audrey
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001338.942 6365092.04);2002-07-03 00:00:00.000;VAN ES Jérémie, BENAVENT Audrey
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001159.361 6364760.125);2002-07-03 00:00:00.000;VAN ES Jérémie, BENAVENT Audrey
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001188.473 6364767.525);2002-07-03 00:00:00.000;VAN ES Jérémie, BENAVENT Audrey
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1006780.434 6368839.603);2002-07-04 00:00:00.000;CHEMIN Stéphane
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1006738.365 6368818.531);2002-07-04 00:00:00.000;CHEMIN Stéphane
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998636.909 6362941.223);2002-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001713.961 6366846.696);2002-07-05 00:00:00.000;EVIN Michèle
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997965.841 6362903.395);2002-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997985.116 6363194.583);2002-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998219.29 6363668.119);2002-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998053.478 6363557.162);2002-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997971.702 6363143.9);2002-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995463.311 6356196.126);2002-07-07 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993710.123 6356664.639);2002-07-07 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996358.453 6355814.78);2002-07-08 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995255.061 6345608);2002-07-10 00:00:00.000;VIVAT Agnès, VANDEN-EEDE Aurélie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995203.777 6345425.419);2002-07-10 00:00:00.000;VIVAT Agnès, VANDEN-EEDE Aurélie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995323.478 6345486.076);2002-07-10 00:00:00.000;VIVAT Agnès, VANDEN-EEDE Aurélie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997591.201 6360336.23);2002-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009976.828 6378105.526);2002-07-12 00:00:00.000;EVIN Michèle, DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1010024.077 6378121.873);2002-07-12 00:00:00.000;EVIN Michèle, DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997019.23 6360463.356);2002-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997200.432 6360402.845);2002-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997129.486 6360184.289);2002-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998160.296 6360513.312);2002-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1008491.387 6377375.702);2002-07-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989066.588 6361062.918);2002-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (988993.023 6360864.366);2002-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (990509.645 6359722.104);2002-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995458.916 6354479.268);2002-07-25 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996433.156 6355404.895);2002-07-25 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987919.262 6360855.181);2002-07-26 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (988082.662 6360615.441);2002-07-26 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998728.202 6359366.107);2002-07-29 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1004519.608 6368818.756);2002-07-30 00:00:00.000;CHEMIN Stéphane
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1008875.808 6375539.792);2002-07-30 00:00:00.000;DROUOT Emeric, LAMBERTIN Michel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009508.505 6373373.767);2002-07-31 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009121.851 6373646.016);2002-07-31 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009309.713 6373372.984);2002-07-31 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999047.01 6362752.507);2002-07-31 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998984.459 6362737.522);2002-07-31 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000021.815 6362240.381);2002-08-01 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1008727.474 6374076.064);2002-08-01 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1008758.793 6374563.082);2002-08-01 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009109.993 6375505.271);2002-08-01 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001510.291 6374066.759);2002-08-02 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001484.515 6374065.521);2002-08-02 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1010524.59 6378632.094);2002-08-04 00:00:00.000;EVIN Michèle
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1007794.448 6376872.036);2002-08-05 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1007896.452 6376006.193);2002-08-05 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000823.9496 6381406.9722);2002-08-05 00:00:00.000;EVIN Michèle, DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1007916.641 6376004.18);2002-08-05 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001486.648 6381680.593);2002-08-05 00:00:00.000;EVIN Michèle, DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1007774.312 6376873.051);2002-08-05 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993338.078 6362468.702);2002-08-07 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993330.904 6362468.367);2002-08-07 00:00:00.000;INCONNU (INFLORALHP)
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994241.238 6364368.582);2002-08-07 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994799.137 6355057.943);2002-08-07 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994224.792 6364366.812);2002-08-07 00:00:00.000;INCONNU (INFLORALHP)
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993682.012 6355801.513);2002-08-07 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987995.055 6361005.779);2002-08-09 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987788.416 6360949.284);2002-08-09 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (988525.343 6361514.499);2002-08-09 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989023.364 6360047.03);2002-08-09 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (988529.693 6361043.282);2002-08-09 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1008691.59 6372746.985);2002-08-13 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995966.852 6363648.81);2002-08-14 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (991350.761 6359743.967);2002-08-15 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (991088.206 6360165.213);2002-08-15 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994407.741 6364235.245);2002-08-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (992460.358 6360581.151);2002-08-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (992739.269 6361525.974);2002-08-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994515.139 6363123.247);2002-08-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994970.741 6363355.79);2002-08-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994370.096 6362966.32);2002-08-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994502.61 6363529.035);2002-08-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994463.489 6364379.985);2002-08-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994435.024 6364404.676);2002-08-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989583.261 6364301.521);2002-08-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996570.283 6363549.113);2002-08-29 00:00:00.000;DROUOT Emeric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994426.977 6363486.458);2002-09-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994241.658 6350980.978);2003-06-25 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994066.519 6349964.825);2003-06-25 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995848.894 6349757.932);2003-06-26 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993861.367 6352726.938);2003-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993843.918 6352823.217);2003-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993916.847 6352633.433);2003-06-27 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1005886.6134 6371074.8858);2003-06-27 00:00:00.000;EVIN Michèle, DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1008595.041 6374302.785);2003-07-04 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1007028.988 6376182.924);2003-07-10 00:00:00.000;VAN ES Jérémie, MERLE Hugues, DENTANT Cédric
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (991513.8 6358459.333);2003-07-15 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993988.356 6358826.644);2003-07-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1005906.991 6376578.586);2003-08-04 00:00:00.000;EVIN Michèle, DARRIOULAT Alexandre
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999736.802 6369196.42);2003-08-17 00:00:00.000;EVIN Michèle
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993554.218 6355270.058);2004-07-20 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987869.328 6360720.78);2004-08-06 00:00:00.000;BOUCHER Christian, BONNET Christophe
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989387.68 6358660.51);2004-08-06 00:00:00.000;BOUCHER Christian, BONNET Christophe
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989401.679 6358700.189);2004-08-06 00:00:00.000;BONNET Christophe, BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987935.713 6360652.755);2004-08-06 00:00:00.000;BONNET Christophe, BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1010057.258 6377014.421);2004-08-07 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (984379.368 6359829.492);2004-08-07 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (983863.268 6359602.022);2004-08-07 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999206.652 6364715.963);2004-08-12 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999186.082 6364664.937);2004-08-12 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999206.898 6364740.999);2004-08-12 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999182.485 6364785.881);2004-08-12 00:00:00.000;BOUCHER Christian
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (999461.935 6381977.95);2004-08-13 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1009722.597 6377472.366);2004-08-13 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (988415.187 6366815.067);2005-09-12 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (995990.143422 6358032.131756);2006-08-11 00:00:00.000;CHAMBOULEYRON M.
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1004554.941 6382704.626);2007-08-17 00:00:00.000;EVIN Michèle, GROS Pierre, FAURESSE Gérard
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997050.535 6363759.952);2008-07-21 00:00:00.000;BONNET Christophe, OVERAL Bernard
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (990201.505 6349730.674);2008-08-06 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (985406.289 6362173.947);2008-08-08 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987675.848 6366018.54);2009-06-23 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (986698.496 6364213.398);2009-07-13 00:00:00.000;GARRAUD Luc, OVERAL Bernard
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987217.976 6361822.006);2009-08-04 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1003839.678 6375270.057);2009-08-19 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997245.656 6374579.091);2010-06-22 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997847.989 6373694.81);2010-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998744.385 6373437.115);2010-07-05 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001836.481 6381068.849);2010-08-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989817.971 6354810.776);2011-06-15 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989535.094 6357566.293);2011-06-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989381.322 6357312);2011-06-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989732.874 6356238.173);2011-06-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (989803.057 6355995.177);2011-06-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1003163.944 6381724.401);2011-06-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997099.959 6364377.339);2011-07-20 00:00:00.000;BUNGE Lionel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997871.654 6364118.086);2011-07-20 00:00:00.000;GARRAUD Luc, BUNGE Lionel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1005269.757 6372773.956);2011-08-03 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (996569.422 6360989.662);2011-08-16 00:00:00.000;BUNGE Lionel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (994797.77 6366125.227);2011-09-08 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997673.67 6376815.38);2012-06-04 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987874.686 6368651.7096);2013-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (988033.0704 6368714.2344);2013-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987940.9956 6368674.2078);2013-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (987734.001 6368868.3522);2013-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (984937.6212 6361537.6626);2013-07-17 00:00:00.000;ABDULHAK Sylvain, VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (984834.7092 6361619.6358);2013-07-17 00:00:00.000;VAN ES Jérémie, ABDULHAK Sylvain
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (984431.391 6361657.7796);2013-07-17 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (984101.8452 6361985.082);2013-07-17 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (984970.7568 6361536.1602);2013-07-17 00:00:00.000;ABDULHAK Sylvain, VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (990252.4788 6353685.0816);2013-07-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993516.8328 6357151.2588);2013-07-19 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (993467.5248 6357183.5496);2013-07-19 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000510.0518 6372329.4018);2013-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000403.4288 6372330.8652);2013-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001570.3334 6364750.8678);2013-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (983663.052 6357257.6112);2013-07-31 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998355.256185 6363919.673615);2014-07-02 00:00:00.000;ABDULHAK Sylvain
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (985927.372534 6369230.09797);2014-07-08 00:00:00.000;ABDULHAK Sylvain
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1004933.79387 6370135.425338);2014-08-07 00:00:00.000;ABDULHAK Sylvain, VIVAT Agnès
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1004914.268053 6370109.340833);2014-08-07 00:00:00.000;ABDULHAK Sylvain, VIVAT Agnès
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1004901.960945 6370074.366243);2014-08-07 00:00:00.000;ABDULHAK Sylvain, VIVAT Agnès
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1002505.755017 6368604.215573);2014-08-07 00:00:00.000;ABDULHAK Sylvain, VIVAT Agnès
