"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune"
"Nicrophorus interruptus Stephens, 1830",234581,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Silphidae,2004-07-27,2009-07-24,3
"Silpha obscura Linnaeus, 1758",10372,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Silphidae,1964-08-27,1964-08-27,1
"Acidota crenata crenata (Fabricius, 1792)",253086,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1995-08-16,1995-08-16,1
"Aleochara bipustulata (Linnaeus, 1760)",642661,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1997-08-20,1997-08-20,1
"Aleochara diversa (J. Sahlberg, 1876)",9605,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-08-07,2003-08-18,1
"Aleochara funebris Wollaston, 1864",642674,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-07-08,2003-07-17,1
"Aleochara heeri Likovský, 1982",642678,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1965-07-09,2003-08-07,2
"Aleochara maculata Brisout de Barneville, 1863",9611,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1962-07-20,1962-07-20,1
"Aleochara moerens Gyllenhal, 1827",642688,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1997-08-20,1997-08-20,1
"Aleochara opacina Fauvel, 1900",642691,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-10,2009-06-24,2
"Amphichroum hirtellum Heer, 1839",10161,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-24,2009-07-09,3
"Anthobium melanocephalum (Illiger, 1794)",243779,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-10,2009-06-24,2
"Atheta palleola (Erichson, 1837)",642852,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-10,2009-06-24,2
"Atheta setigera (Sharp, 1869)",9698,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1997-08-20,1997-08-20,1
"Atheta vaga (Heer, 1839)",642888,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2003-07-08,2
"Bledius tibialis Heer, 1839",10098,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1965-07-09,1965-07-09,1
"Cephennium maritimum Reitter, 1884",242832,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1935-09-01,1935-09-30,1
"Cephennium nicaense Reitter, 1882",10308,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1984-09-24,1984-09-24,1
"Coryphium angusticolle Stephens, 1834",10136,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2003-07-01,2
"Eusphalerum alpinum (Heer, 1839)",10187,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2010-06-27,2010-06-27,2
"Eusphalerum anale (Erichson, 1840)",243792,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1995-08-16,1995-08-16,1
"Eusphalerum macropterum (Kraatz, 1857)",10193,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-07-01,2003-08-07,2
"Eusphalerum rectangulum (Baudi di Selve, 1870)",243813,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-24,2009-07-09,5
"Eusphalerum stramineum (Kraatz, 1857)",10202,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2009-07-09,6
"Lathrobium brunnipes (Fabricius, 1792)",243275,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1878-01-01,1878-01-01,1
"Leptusa cordicollis Portevin, 1929",244187,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1900-01-01,1980-12-31,1
"Lordithon exoletus (Erichson, 1839)",243929,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1994-08-22,2009-07-09,5
"Lordithon thoracicus (Fabricius, 1777)",243933,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1998-08-23,1998-08-23,1
"Mycetoporus nigricollis Stephens, 1835",243922,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1878-01-01,1878-01-01,1
"Ocypus chevrolatii Baudi di Selve, 1848",243173,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1961-07-09,1961-07-09,1
"Ocypus fulvipennis Erichson, 1840",243181,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1964-08-27,1964-09-07,2
"Ocypus ophthalmicus ophthalmicus (Scopoli, 1763)",253002,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1997-08-20,2009-06-24,5
"Othius lapidicola Märkel & Kiesenwetter, 1848",9953,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1878-01-01,2009-06-24,3
"Pella humeralis (Gravenhorst, 1806)",794506,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-06-18,2009-06-24,2
"Philonthus decorus (Gravenhorst, 1802)",9923,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1962-07-06,1962-07-08,1
"Philonthus frigidus Märkel & Kiesenwetter, 1848",242985,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1965-07-09,1965-07-09,2
"Philonthus montivagus Heer, 1839",9934,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-06-18,1962-07-08,3
"Philonthus rubripennis (Stephens, 1832)",243004,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1999-06-27,1999-06-27,1
"Phloeostiba plana (Paykull, 1792)",243837,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2003-07-01,2
"Placusa atrata (Mannerheim, 1830)",643137,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-26,2003-07-08,1
"Placusa tachyporoides (Waltl, 1838)",9733,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2003-06-16,1
"Plataraea dubiosa (G. Benick, 1935)",794491,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1965-07-09,1965-07-09,1
"Platydracus stercorarius (Olivier, 1795)",243167,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1964-08-27,1964-09-07,2
"Quedius mesomelinus (Marsham, 1802)",243082,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2003-07-01,2
"Quedius obscuripennis Bernhauer, 1901",243115,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-06-18,2009-06-24,5
"Quedius paradisianus (Heer, 1839)",9821,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-06-18,1960-06-18,1
"Quedius plagiatus Mannerheim, 1843",243089,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2003-06-16,2003-07-08,4
"Tachinus bonvouloiri Pandellé, 1869",243880,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-07-18,1960-07-18,1
"Tachinus humeralis Gravenhorst, 1802",9768,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-15,2009-06-24,1
"Tasgius melanarius melanarius (Heer, 1839)",252987,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1878-01-01,1878-01-01,1
"Trimium brevicorne (Reichenbach, 1816)",10217,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-07-15,1960-07-15,1
"Xantholinus distans Mulsant & Rey, 1853",9960,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1878-01-01,1878-01-01,1
"Xantholinus elegans (Olivier, 1795)",243194,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1964-09-07,1964-09-07,1
"Choerades rufipes (Fallén, 1814)",216597,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-16,2010-07-16,1
"Cyrtopogon maculipennis (Macquart, 1834)",216543,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-15,2010-07-18,2
"Cyrtopogon ruficornis (Fabricius, 1794)",216547,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-13,2010-07-16,4
"Didysmachus picipes (Meigen, 1820)",216513,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-13,2010-07-16,7
"Dysmachus fuscipennis (Meigen, 1820)",52359,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-13,2010-07-13,1
"Dysmachus harpax Villeneuve, 1904",216508,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-15,2010-07-16,4
"Lasiopogon cinctus (Fabricius, 1781)",22555,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-15,2010-07-18,7
"Leptarthrus brevirostris (Meigen, 1804)",22558,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-13,2010-07-16,6
"Leptogaster guttiventris Zetterstedt, 1842",22562,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-13,2010-07-13,1
"Neoitamus cyanurus (Loew, 1849)",22575,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-16,2010-07-16,1
"Neomochtherus alpinus (Meigen, 1820)",216479,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,2010-07-18,2010-07-18,2
"Atherix ibis (Fabricus, 1798)",22292,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Athericidae,2002-07-09,2002-07-09,2
"Hapalothrix lugubris Loew, 1876",224644,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Blephariceridae,2002-07-09,2002-07-09,1
"Liponeura cinerascens minor Bischoff, 1922",251721,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Blephariceridae,2002-07-09,2002-07-09,3
"Bombylius posticus Fabricius, 1805",224761,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Bombyliidae,2010-07-16,2010-07-16,1
"Hemipenthes maura (Linnaeus, 1758)",224722,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Bombyliidae,2010-07-15,2010-07-18,3
"Systoechus gradatus (Wiedemann in Meigen, 1820)",224743,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Bombyliidae,2010-07-16,2010-07-16,1
"Thyridanthrax elegans (Wiedemann in Meigen, 1820)",224716,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Bombyliidae,2010-07-13,2010-07-13,1
"Villa hottentotta (Linnaeus, 1758)",22426,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Bombyliidae,2010-07-13,2010-07-13,1
"Leopoldius coronatus (Rondani, 1857)",23968,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Conopidae,2010-07-18,2010-07-18,1
"Myopa buccata (Linnaeus, 1758)",23973,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Conopidae,2010-07-15,2010-07-15,1
"Physocephala vittata (Fabricius, 1794)",23990,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Conopidae,2010-07-15,2010-07-15,1
"Sicus ferrugineus (Linnaeus, 1760)",23992,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Conopidae,2010-07-15,2010-07-16,2
"Zodion cinereum (Fabricius, 1794)",24009,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Conopidae,2010-07-13,2010-07-13,1
"Empis bohemica Chvála & Syrovátka, 1989",283564,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-06-10,2009-06-24,2
"Empis laetabilis Collin, 1926",283652,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-08-27,2009-09-18,1
"Empis malleola Becker, 1887",283591,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-07-09,2009-08-13,4
"Empis planetica Collin, 1927",283605,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-08-13,2009-08-27,1
"Empis semicinerea Loew, 1867",283657,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-06-10,2009-08-27,19
"Rhamphomyia flaviventris Macquart, 1827",225515,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-07-24,2009-08-13,1
"Rhamphomyia heterochroma Bezzi, 1898",283793,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-07-24,2009-08-27,2
"Rhamphomyia umbripes Becker, 1887",283679,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Empididae,2009-06-24,2009-07-09,1
"Stomorhina lunata (Fabricius, 1805)",27497,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Rhiniidae,2015-08-05,2015-08-05,2
"Prosimulium rufipes (Meigen, 1830)",237225,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Simuliidae,2002-07-09,2002-07-10,5
"Simulium bertrandi Grenier & Dorier, 1959",237235,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Simuliidae,2002-07-10,2002-07-10,1
"Simulium carthusiense Grenier & Dorier, 1959",237238,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Simuliidae,2002-07-10,2002-07-10,1
"Simulium cryophilum (Rubtsov, 1959)",237240,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Simuliidae,2002-07-10,2002-07-10,1
"Baccha elongata (Fabricius, 1775)",23168,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-14,2014-07-24,3
"Cheilosia alpestris (Becker, 1894)",217383,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,2
"Cheilosia barbata Loew, 1857",24337,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2014-07-24,2014-07-24,2
"Cheilosia caerulescens (Meigen, 1822)",24339,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,2
"Cheilosia gigantea (Zetterstedt, 1838)",217391,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Cheilosia proxima (Zetterstedt, 1843)",24453,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Cheilosia rhynchops Egger, 1860",217419,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,3
"Cheilosia vicina (Zetterstedt, 1849)",217426,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Chrysotoxum fasciolatum (De Geer, 1776)",217432,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-07-09,2009-07-24,1
"Chrysotoxum festivum (Linnaeus, 1758)",23178,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-15,2
"Chrysotoxum intermedium (Meigen, 1822)",23179,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-14,2011-07-14,2
"Dasysyrphus friuliensis (van der Goot, 1960)",23113,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2011-07-14,5
"Dasysyrphus pinastri (De Geer, 1776)",217439,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-06-24,2011-07-14,5
"Didea alneti (Fallén, 1817)",23185,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-07-09,2009-07-24,1
"Eristalis rupium Fabricius, 1805",23716,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Eristalis similis (Fallén, 1817)",217456,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-13,1
"Eupeodes latifasciatus (Macquart, 1829)",18870,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2014-07-24,2014-07-24,2
"Eupeodes nielseni (Dušek & Láska, 1976)",217489,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,2
"Melanostoma dubium (Zetterstedt, 1838)",217512,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-18,2
"Melanostoma scalare (Fabricius, 1794)",23216,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-15,2014-07-24,3
"Meliscaeva auricollis (Meigen, 1822)",217516,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-08-27,2010-07-15,3
"Merodon avidus (Rossi, 1790)",23932,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2014-07-24,2
"Merodon nigritarsis Rondani, 1845",217541,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-15,2010-07-15,1
"Merodon serrulatus Wiedemann in Meigen, 1822",644990,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-13,1
"Paragus bicolor (Fabricius, 1794)",24368,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-16,2
"Paragus haemorrhous Meigen, 1822",24371,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-15,2011-07-15,1
"Parasyrphus annulatus (Zetterstedt, 1838)",23222,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Pelecocera scaevoides (Fallen, 1817)",779366,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-06-10,2009-09-18,2
"Pipiza noctiluca (Linnaeus, 1758)",24386,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-16,2010-07-16,1
"Pipizella pennina (Goeldlin, 1974)",24396,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-13,1
"Pipizella zeneggenensis (Goeldlin, 1974)",24399,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2011-06-21,3
"Platycheirus albimanus (Fabricius, 1781)",23231,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-08-13,2014-07-24,5
"Platycheirus ambiguus (Fallén, 1817)",23232,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-06-24,2009-07-09,1
"Platycheirus brunnifrons Nielsen, 2004",644004,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-15,2010-07-15,1
"Platycheirus clypeatus (Meigen, 1822)",23234,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-14,2011-07-14,1
"Platycheirus melanopsis Loew, 1856",217588,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Sericomyia lappona (Linnaeus, 1758)",24571,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Sphaerophoria fatarum Goeldlin, 1989",217611,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Syrphus ribesii (Linnaeus, 1758)",23163,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-15,2014-07-24,4
"Trichopsomyia flavitarsis (Meigen, 1822)",217632,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1
"Volucella inanis (Linnaeus, 1758)",24591,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2014-07-28,2016-09-09,2
"Volucella pellucens (Linnaeus, 1758)",24593,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2014-07-28,2016-09-09,6
"Xanthandrus comtus (Harris, 1780)",24326,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-16,2010-07-16,1
"Xylota sylvarum (Linnaeus, 1758)",23667,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-14,2011-07-14,1
"Haematopota subcylindrica Pandellé, 1883",22363,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-15,2010-07-15,1
"Hybomitra aterrima (Meigen, 1820)",217654,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-15,2010-07-15,1
"Hybomitra auripila (Meigen, 1820)",22313,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-18,2010-07-18,1
"Tabanus bromius Linnaeus, 1758",22347,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-16,2010-07-16,1
"Tabanus glaucopis Meigen, 1820",22350,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-18,2010-07-18,1
"Tabanus miki Brauer, 1880",22352,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-13,2010-07-18,3
"Tabanus tergestinus Egger, 1859",217679,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tabanidae,2010-07-15,2010-07-15,1
"Nephrotoma cornicina cornicina (Linnaeus, 1758)",251779,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-15,2008-07-15,1
"Tipula alpium Bergroth, 1888",227353,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-07-01,2009-07-01,1
"Tipula bullata Loew, 1873",227306,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-23,2009-07-15,3
"Tipula cheethami Edwards, 1924",227356,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-24,2009-06-30,2
"Tipula flavolineata Meigen, 1804",227301,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-30,2009-07-01,2
"Tipula fulvipennis De Geer, 1776",227295,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-23,2009-07-15,3
"Tipula helvola Loew, 1873",227315,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-15,2008-07-15,1
"Tipula hemiptera strobliana Mannheims, 1966",287460,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-14,2008-07-14,1
"Tipula livida van der Wulp, 1858",227318,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-23,2009-07-15,2
"Tipula lunata Linnaeus, 1758",227320,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-23,2009-06-23,1
"Tipula obscuriventris Strobl, 1900",227302,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-30,2009-06-30,1
"Tipula pallidicosta pallidicosta Pierre, 1924",251812,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-14,2008-07-14,1
"Tipula pallidicosta Pierre, 1924",227395,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-07-16,2009-07-16,1
"Tipula submarmorata Schummel, 1833",227349,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-24,2009-06-24,1
"Tipula subnodicornis Zetterstedt, 1838",227376,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-14,2009-07-16,3
"Tipula verrucosa Pierre, 1919",227334,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-29,2009-06-29,1
"Tipula verrucosa verrucosa Pierre, 1919",251797,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-15,2008-07-15,1
"Tipula xyrophora Theischinger, 1977",227335,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2008-07-15,2008-07-15,1
"Tipula zernyi Mannheims, 1952",227382,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-30,2009-07-16,3
"Ecdyonurus venosus (Fabricius, 1775)",28997,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Heptageniidae,2002-07-09,2002-07-09,1
"Ecdyonurus zelleri (Eaton, 1885)",235501,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Heptageniidae,2002-07-10,2002-07-10,1
"Orius horvathi (Reuter, 1884)",237973,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Anthocoridae,2009-06-10,2009-08-09,2
"Orius laevigatus laevigatus (Fieber, 1860)",252311,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Anthocoridae,2009-06-24,2009-07-09,1
"Orius niger (Wolff, 1811)",237980,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Anthocoridae,2009-06-24,2009-07-09,1
"Neophilaenus lineatus (Linnaeus, 1758)",51936,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Aphrophoridae,2009-08-27,2009-09-18,1
"Empoasca pteridis (Dahlbom, 1850)",235790,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadellidae,2009-07-09,2009-07-24,1
"Empoasca vitis (Göthe, 1875)",235792,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadellidae,2009-08-13,2009-08-27,1
