"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune","premiere_obs_pnm","derniere_obs_pnm","nbre_observations_pnm"
"Platystomos albinus (Linnaeus, 1758)",234609,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Anthribidae,,,,2004-05-29,2004-07-26,5
"Pseudeuparius sepicola (Fabricius, 1792)",794859,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Anthribidae,,,,2018-05-12,2018-05-12,1
"Cyanapion afer (Gyllenhal, 1833)",242072,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Brentidae,,,,,,
"Exapion uliciperda (Pandellé, 1867)",242004,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Brentidae,,,,,,
"Holotrichapion ononis (W. Kirby, 1808)",242048,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Brentidae,,,,1987-07-01,2008-07-13,2
"Oxystoma craccae (Linnaeus, 1767)",242037,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Brentidae,,,,2019-07-05,2019-07-05,1
"Rhopalapion longirostre (Olivier, 1807)",242029,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Brentidae,,,,2010-06-27,2021-07-03,4
"Acmaeodera bipunctata (Olivier, 1790)",11340,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,1989-07-09,2018-05-11,3
"Acmaeoderella flavofasciata (Piller & Mitterpacher, 1783)",222177,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,1995-07-17,2021-07-03,38
"Agrilus angustulus (Illiger, 1803)",11367,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,,,
"Agrilus graminis Kiesenwetter, 1857",812237,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,,,
"Agrilus hyperici (Creutzer, 1799)",222137,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2009-06-06,2019-07-06,4
"Agrilus suvorovi Obenberger, 1935",222150,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,,,
"Agrilus viridis (Linnaeus, 1758)",11364,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2019-07-05,2019-07-05,1
"Anthaxia fulgurans (Schrank, 1789)",222082,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2009-07-07,2019-07-06,17
"Anthaxia godeti Gory & Laporte de Castelnau, 1839",11323,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,1989-08-15,2021-07-03,30
"Anthaxia helvetica Stierlin, 1868",222097,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,1988-06-21,2010-06-27,4,1947-07-01,2021-07-03,63
"Anthaxia hungarica (Scopoli, 1772)",11306,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2002-07-09,2021-07-03,33
"Anthaxia istriana Rosenhauer, 1847",11330,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,1933-07-15,1933-07-15,1,1933-07-15,2016-07-31,10
"Anthaxia millefolii polychloros Abeille de Perrin, 1894",250776,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2019-07-06,2019-07-06,2
"Anthaxia morio (Fabricius, 1792)",11316,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2003-06-16,2021-07-03,26
"Anthaxia nigritula Ratzeburg, 1837",11324,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,,,
"Anthaxia nitidula (Linnaeus, 1758)",222087,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,1984-07-08,1984-07-08,1,1984-07-08,2021-07-02,33
"Anthaxia quadripunctata (Linnaeus, 1758)",11322,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,2021-07-25,2021-07-25,1,1878-01-01,2021-07-25,87
"Anthaxia sepulchralis (Fabricius, 1801)",11317,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,1878-01-01,2004-05-30,2,1878-01-01,2019-07-06,17
"Anthaxia umbellatarum (Fabricius, 1787)",222094,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2017-06-30,2017-06-30,2
"Buprestis haemorrhoidalis Herbst, 1780",11395,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,1988-07-14,2015-07-11,3,1988-07-14,2020-08-23,38
"Buprestis novemmaculata Linnaeus, 1767",528363,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,2015-07-11,2015-07-11,2,1994-08-05,2017-08-17,20
"Buprestis octoguttata Linnaeus, 1758",11399,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,1981-07-21,2019-07-05,5
"Buprestis rustica Linnaeus, 1758",11398,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,1878-01-01,2018-07-08,30
"Chrysobothris chrysostigma (Linnaeus, 1758)",11349,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2001-08-05,2001-08-05,2
"Chrysobothris solieri Gory & Laporte, 1837",11350,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2003-07-01,2021-07-02,5
"Coraebus rubi (Linnaeus, 1767)",222161,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2009-06-23,2020-07-19,12
"Coraebus undatus (Fabricius, 1787)",11356,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,,,
"Eurythyrea austriaca (Linnaeus, 1767)",222100,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Buprestidae,,,,2014-08-07,2015-07-25,3
"Byturus ochraceus (Scriba, 1790)",222190,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Byturidae,,,,2004-06-08,2014-07-21,9
"Ancistronycha abdominalis (Fabricius, 1798)",222287,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,1990-07-23,2021-07-03,7
"Ancistronycha erichsonii (Bach, 1852)",222288,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,,,
"Cantharis fibulata Märkel, 1852",395132,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,,,
"Cantharis tristis Fabricius, 1798",222282,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,2004-06-25,2010-06-27,8,1966-06-26,2021-07-03,53
"Cratosilis denticollis (Schummel, 1844)",222263,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,2012-07-10,2012-07-10,1,1878-01-01,2021-07-02,47
"Cratosilis distinguenda (Baudi di Selve, 1859)",273921,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,,,
"Dichelotarsus procerulus (Kiesenwetter, 1860)",222243,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,2009-06-08,2021-07-03,8
"Malthinus bilineatus Kiesenwetter, 1852",222194,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,,,
"Malthinus seriepunctatus Kiesenwetter, 1852",11698,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,2010-07-09,2010-07-09,1
"Metacantharis clypeata (Illiger, 1798)",222261,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,1878-01-01,2019-07-06,16
"Podabrus alpinus (Paykull, 1798)",11556,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,1878-01-01,2021-07-04,49
"Rhagonycha fulva (Scopoli, 1763)",11585,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,1994-08-01,2021-07-02,28
"Rhagonycha nigriceps (Waltl, 1838)",11684,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,2012-07-10,2012-07-10,1,1995-07-18,2021-07-02,12
"Rhagonycha pedemontana Baudi di Selve, 1872",222257,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cantharidae,,,,2010-07-09,2021-07-03,5
"Abax parallelepipedus contractus Heer, 1841",251018,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1951-05-15,1951-05-15,1,1901-01-01,2014-10-15,16
"Abax parallelepipedus (Piller & Mitterpacher, 1783)",222607,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1962-07-06,1962-07-08,1,1901-01-01,2021-07-03,44
"Amara aenea (De Geer, 1774)",9192,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-07-18,1960-07-18,1,1960-07-18,2021-07-03,15
"Amara bifrons (Gyllenhal, 1810)",222634,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-07-18,1964-09-11,2,1960-07-18,2012-07-16,17
"Amara cardui psyllocephala K. Daniel & J. Daniel, 1898",251040,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1962-07-20,1965-07-09,5,1942-07-15,2017-07-23,30
"Amara communis (Panzer, 1797)",9193,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2017-07-10,2017-07-10,1
"Amara erratica (Duftschmid, 1812)",222637,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1962-07-20,1965-07-09,4,1950-03-27,2017-07-23,28
"Amara familiaris (Duftschmid, 1812)",9204,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,,,
"Amara lunicollis Schiødte, 1837",9212,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-07-18,1960-07-18,1,1960-07-18,2020-07-08,3
"Amara quenseli (Schönherr, 1806)",9222,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1994-07-26,2021-07-03,27
"Aptinus alpinus Dejean, 1829",9246,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1942-07-15,2017-07-20,25
"Bembidion bipunctatum (Linnaeus, 1760)",8641,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1965-07-09,1965-07-09,1,1878-01-01,2021-07-02,7
"Bembidion coeruleum Audinet-Serville, 1821",794243,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,,,
"Bembidion hummleri hummleri G. Müller, 1918",795398,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2019-07-06,2019-07-06,2
"Bembidion hummleri tyrrhenicum (Jeannel, 1941)",795399,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1940-03-19,2006-05-03,10
"Bembidion incognitum J.[G.] Müller, 1931",794290,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2001-10-05,2001-10-05,3
"Calathus cinctus Motschulsky, 1850",222356,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2012-07-18,2019-07-05,5
"Calathus melanocephalus (Linnaeus, 1758)",8784,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1957-03-05,1964-09-11,6,1950-03-27,2021-07-03,78
"Carabus intricatus Linnaeus, 1760",8395,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1951-09-19,1974-03-17,9,1940-04-15,2018-06-18,77
"Carabus pedemontanus vesubianus Deuve, 2002",251405,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1950-07-12,2017-07-24,10
"Carabus problematicus Herbst, 1786",8428,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1952-05-12,1952-05-12,1,1942-07-15,2020-07-30,37
"Carabus solieri Dejean, 1826",8470,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1971-07-08,2012-07-10,16,1878-01-01,2021-07-03,115
"Cicindela campestris Linnaeus, 1758",8321,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,2015-07-11,2015-07-11,2,1953-09-03,2021-07-03,46
"Cicindela gallica Brullé, 1834",8324,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,2017-07-13,2017-07-13,2,1878-01-01,2022-06-25,190
"Cychrus attenuatus (Fabricius, 1792)",8347,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1952-06-05,1960-06-18,2,1901-01-01,2021-07-03,63
"Dromius agilis (Fabricius, 1787)",9423,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,2012-07-10,2012-07-10,1,1990-07-23,2021-07-02,64
"Dromius fenestratus (Fabricius, 1794)",9426,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1994-07-28,2014-07-16,8
"Dromius quadrimaculatus (Linnaeus, 1758)",222326,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2002-07-16,2018-05-13,9
"Duvalius magdelainei tordjmani Lemaire & Raffaldi, 2012",699317,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,2010-05-01,2010-11-30,2,2010-05-01,2010-11-30,2
"Dyschirius minutus (Dejean, 1825)",794233,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,,,
"Harpalus atratus Latreille, 1804",9299,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1940-04-25,2019-07-06,14
"Harpalus honestus (Duftschmid, 1812)",9309,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,2004-05-29,2004-05-29,1,1960-07-11,2019-07-07,22
"Harpalus serripes (Quensel in Schönherr, 1806)",9310,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1947-04-11,2019-03-13,10
"Harpalus solitaris Dejean, 1829",222462,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1964-09-11,1964-09-11,1,1947-04-11,2017-07-19,34
"Laemostenus angustatus (Dejean, 1828)",222362,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1947-04-11,2021-07-02,61
"Laemostenus janthinus (Duftschmid, 1812)",8798,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1965-07-20,2020-07-08,11
"Laemostenus obtusus (Chaudoir, 1861)",222367,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1951-09-23,1952-06-30,2,1901-01-01,2018-02-03,55
"Licinus hoffmannseggi (Panzer, 1797)",9365,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1961-06-30,2010-07-28,4
"Ocys harpaloides (Audinet-Serville, 1821)",8667,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1962-07-12,2009-07-15,2
"Ophonus azureus (Fabricius, 1775)",222478,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1962-07-04,2018-05-12,7
"Paradromius linearis (Olivier, 1795)",222329,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2018-05-11,2018-05-11,1
"Platynus assimilis (Paykull, 1790)",8838,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1955-07-24,2019-07-05,31
"Platynus peirolerii (Bassi, 1834)",8839,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1964-08-27,1964-08-27,1,1901-01-01,2021-07-03,70
"Poecilus sericeus Fischer von Waldheim, 1824",222547,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-07-18,1960-07-18,1,1951-08-13,2021-07-03,17
"Polistichus connexus (Geoffroy in Fourcroy, 1785)",222291,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,,,
"Pseudoophonus rufipes (De Geer, 1774)",222466,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1951-08-08,2021-07-03,20
"Pterostichus dilatatus A. Villa & G.B. Villa, 1835",794349,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,1942-07-15,2017-07-19,16
"Pterostichus funestes Csiki, 1930",222585,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-06-18,1964-09-07,6,1901-01-01,2021-07-03,212
"Pterostichus morio (Duftschmid, 1812)",9119,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,2010-06-27,2010-06-27,2,1950-03-27,2013-07-16,62
"Pterostichus morio validiusculus (Chaudoir, 1859)",251014,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-06-18,1965-07-09,11,1942-07-15,2021-07-03,121
"Tachyta nana (Gyllenhal, 1810)",8712,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,,,,2008-07-05,2012-07-20,5
"Trechus delarouzeei Pandellé, 1867",222788,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1960-06-18,1964-09-11,3,1942-07-15,2021-07-03,53
"Trichotichnus nitens (Heer, 1837)",8254,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Carabidae,1961-07-09,1962-07-08,2,1903-02-23,2019-07-07,37
"Agapanthia kirbyi (Gyllenhal, 1817)",11757,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,,,
"Anaesthetis testacea (Fabricius, 1781)",12460,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2012-07-10,2012-07-10,1,2002-07-10,2019-07-06,12
"Anastrangalia dubia (Scopoli, 1763)",12282,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2012-07-10,2012-07-10,1,1901-01-01,2021-07-03,164
"Anastrangalia sanguinolenta (Linnaeus, 1760)",12280,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2012-07-10,2012-07-10,1,1950-01-01,2021-07-03,192
"Arhopalus rusticus (Linnaeus, 1758)",12307,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,1901-01-01,2012-07-10,4,1901-01-01,2019-07-06,23
"Aromia moschata moschata (Linnaeus, 1758)",251479,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,,,
"Carillia virginea (Linnaeus, 1758)",12227,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1927-07-01,2021-07-03,57
"Cerambyx cerdo Linnaeus, 1758",12336,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2012-03-20,2012-03-20,1,1976-07-16,2019-07-05,11
"Chlorophorus figuratus (Scopoli, 1763)",12400,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1950-04-01,2016-07-17,26
"Chlorophorus varius (Müller, 1766)",12405,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1960-08-04,2021-07-02,109
"Chlorophorus varius varius (Müller, 1766)",795641,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2018-05-12,2019-07-05,2
"Clytus arietis (Linnaeus, 1758)",12380,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1950-03-16,2021-07-03,53
"Clytus lama Mulsant, 1847",12385,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1850-01-01,2021-07-03,116
"Cortodera femorata (Fabricius, 1787)",12229,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1850-01-01,2021-07-03,46
"Deilus fugax (Olivier, 1790)",223124,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2015-06-06,2015-06-06,2,1947-04-11,2021-07-04,63
"Dinoptera collaris (Linnaeus, 1758)",12222,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2015-06-06,2016-06-17,3,1950-01-01,2021-07-04,98
"Drymochares truquii Mulsant, 1847",223143,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1919-06-30,2019-07-06,22
"Ergates faber (Linnaeus, 1760)",12195,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2006-07-17,2006-07-17,2,1994-03-31,2020-08-16,15
"Hylotrupes bajulus (Linnaeus, 1758)",12351,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2015-07-11,2015-07-11,2,1951-08-07,2020-07-26,29
"Leiopus nebulosus (Linnaeus, 1758)",223074,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1878-01-01,2021-07-03,24
"Leiopus nebulosus nebulosus (Linnaeus, 1758)",795649,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2002-07-28,2019-07-06,3
"Mesosa nebulosa (Fabricius, 1781)",223094,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2019-07-05,2019-07-06,2
"Monochamus sutor (Linnaeus, 1758)",11781,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,1976-07-11,2003-07-17,9,1948-07-16,2021-07-03,76
"Obrium brunneum (Fabricius, 1792)",223132,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1995-07-01,2021-07-03,33
"Opsilia coerulescens (Scopoli, 1763)",223061,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1960-08-04,2019-07-06,14
"Pachyta quadrimaculata (Linnaeus, 1758)",12216,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,1901-01-01,1901-01-01,1,1901-01-01,2021-07-02,72
"Pachytodes cerambyciformis (Schrank, 1781)",12261,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2014-07-28,2014-07-28,1,1927-07-01,2021-07-14,154
"Pachytodes erraticus (Dalman, 1817)",223157,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1850-01-01,2020-07-26,12
"Parmena unifasciata (Rossi, 1790)",223087,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2012-09-01,2021-07-03,7
"Phytoecia affinis (Harrer, 1784)",795244,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1949-04-03,2021-07-03,17
"Pogonocherus fasciculatus (De Geer, 1775)",11785,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1949-04-02,2017-07-01,22
"Pogonocherus hispidulus (Piller & Mitterpacher, 1783)",223081,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1994-08-11,2019-07-05,10
"Pogonocherus hispidus (Linnaeus, 1758)",223080,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2004-05-26,2019-07-06,16
"Pogonocherus perroudi Mulsant, 1839",223083,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1980-06-01,2010-09-17,3
"Pogonocherus perroudi perroudi Mulsant, 1839",251463,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,,,
"Pseudovadonia livida (Fabricius, 1777)",223156,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2012-07-10,2015-06-06,3,1948-06-25,2021-07-04,159
"Purpuricenus kaehleri (Linnaeus, 1758)",12344,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1947-04-15,2015-07-24,7
"Rhagium bifasciatum Fabricius, 1775",12205,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,1987-03-23,1987-03-23,1,1950-04-02,2015-07-25,36
"Rhagium inquisitor (Linnaeus, 1758)",12206,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2003-06-04,2012-07-10,9,1950-01-01,2020-08-16,121
"Rutpela maculata (Poda, 1761)",223152,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2015-08-05,2015-08-05,2,1948-06-25,2020-08-23,120
"Saperda scalaris (Linnaeus, 1758)",12482,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,1988-07-26,1988-07-26,1,1950-03-24,2020-07-09,42
"Saperda scalaris scalaris (Linnaeus, 1758)",795665,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2002-08-30,2002-08-30,1
"Stenopterus rufus (Linnaeus, 1767)",12330,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1948-06-25,2021-07-03,71
"Stenopterus rufus rufus (Linnaeus, 1767)",251481,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2003-07-05,2019-07-05,4
"Stenurella bifasciata (Müller, 1776)",12249,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1950-01-01,2021-07-17,75
"Stenurella melanura (Linnaeus, 1758)",12252,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2015-07-11,2021-07-25,3,1948-06-25,2021-07-25,225
"Stictoleptura cordigera cordigera (Fuessly, 1775)",251491,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,2012-07-20,2019-07-05,2
"Stictoleptura fulva (De Geer, 1775)",794808,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1950-04-01,2021-07-17,80
"Stictoleptura hybrida (Rey, 1885)",794809,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,1901-01-01,2021-07-25,5,1901-01-01,2021-07-25,113
"Stictoleptura maculicornis (De Geer, 1775)",794810,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,,,,1960-07-31,2021-07-02,38
"Stictoleptura rubra (Linnaeus, 1758)",223164,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Cerambycidae,2015-07-11,2015-07-11,2,1950-04-01,2020-08-23,71
